ID,Topic,Count,Name,Representation,Representative_Docs
34,33,1359,33_lieferkettengesetz_ceta_unternehmen_amazon,"['lieferkettengesetz', 'ceta', 'unternehmen', 'amazon', 'verbraucher', 'verbraucherschutz', 'menschenrechte', 'lieferketten', 'handel', 'lieferkette']","['Lieferkettengesetz kommt ersten Mal schaffen Gesetz unternehmerischen Verantwortung Einhaltung Menschenrechten Kabinett heute Druck beschlossen Bundestagswahlen umsetzen Arbeit Wert Ausbeutung gehört geächtet Sorgfaltspflicht Unternehmen Deutschland endet Werkstor gesamten Lieferkette darf Menschenrechtsverletzungen kommen Bisher kommt Fünftel Deutschland ansässigen Unternehmen mehr Beschäftigten Freiwillige Selbstverpflichtung reicht Deshalb bringen Lieferkettengesetz geht dabei fairen Wettbewerb müssen Regeln halten freiwillige Selbstverpflichtung wirkt braucht verbindliche Regeln schützen ehrlichen Unternehmen schon immer Menschenrechte geachtet fairerhandel spd marburg gladenbach biedenkopf marburgbiedenkopf spdmarburgbiedenkopf weltladen spdwirkt', 'Lieferkettengesetz kommt ersten Mal schaffen Gesetz unternehmerischen Verantwortung Einhaltung Menschenrechten Kabinett heute Druck beschlossen Bundestagswahlen umsetzen Arbeit Wert Ausbeutung gehört geächtet Sorgfaltspflicht Unternehmen Deutschland endet Werkstor gesamten Lieferkette darf Menschenrechtsverletzungen kommen Bisher kommt Fünftel Deutschland ansässigen Unternehmen mehr Beschäftigten Freiwillige Selbstverpflichtung reicht Deshalb bringen Lieferkettengesetz geht dabei fairen Wettbewerb müssen Regeln halten freiwillige Selbstverpflichtung wirkt braucht verbindliche Regeln schützen ehrlichen Unternehmen schon immer Menschenrechte geachtet', 'Lieferkettengesetz kommt ersten Mal schaffen Gesetz unternehmerischen Verantwortung Einhaltung Menschenrechten Kabinett heute Druck beschlossen Bundestagswahlen umsetzen Arbeit Wert Ausbeutung gehört geächtet Sorgfaltspflicht Unternehmen Deutschland endet Werkstor gesamten Lieferkette darf Menschenrechtsverletzungen kommen Bisher kommt Fünftel Deutschland ansässigen Unternehmen mehr Beschäftigten Freiwillige Selbstverpflichtung reicht Deshalb bringen Lieferkettengesetz geht dabei fairen Wettbewerb müssen Regeln halten freiwillige Selbstverpflichtung wirkt braucht verbindliche Regeln schützen ehrlichen Unternehmen schon immer Menschenrechte geachtet']"
35,34,1285,34_schleswigholstein_herzogtumlauenburg_mölln_weimar,"['schleswigholstein', 'herzogtumlauenburg', 'mölln', 'weimar', 'bitterfeld', 'lübeck', 'herzogtumlauenburg schleswigholstein', 'habeck', 'schleswigholstein mölln', 'derechtenorden']","['Mölln herzogtumlauenburg schleswigholstein derechtenorden', 'schleswigholstein', 'schleswigholstein']"
36,35,1245,35_recycling_kreislaufwirtschaft_müll_plastik,"['recycling', 'kreislaufwirtschaft', 'müll', 'plastik', 'plastikmüll', 'umwelt', 'abfall', 'verpackungen', 'nachhaltigkeit', 'batterien']","['Mittwoch parlamentarischen Abend GKV Gesamtverband kunststoffverarbeitende Industrie eingeladen Thema Veranstaltung Nachhaltigkeit Kreisläufe Kunststoffe Gemeinsam drei weiteren Abgeordneten Grünen FDP sowie Linken diskutierten Perspektiven Kreislaufwirtschaft Thema European Green Deal Klimaschutzpotenziale Kreislaufwirtschaft Rolle Produktdesigns echten Kreislaufwirtschaft darin Kreislaufwirtschaft Transformation unserer Gesellschaft entscheidende Rolle zukommt Deutschland eigenen Klimaziele erreichen Ausbau Kreislaufwirtschaft unabdingbar sparen endliche Ressourcen schützen Ökosysteme schaffen zuletzt Arbeitsplätze Dafür Recyclingfähigkeit Produktes jedoch bereits beim Design mitgedacht Verpackungen komplexen Verbundmaterialien bestehen lassen schlechter überhaupt mehr recyclen Produkt jedoch Beginn Gedanken entworfen später recycelt gewaltigen Schritt vorne GKV Nachhaltigkeit Kunststoffe Kreislaufwirtschaft Kreisläufe Verpackung Recycling Transformation MichaelThews Hamm Lünen Werne Selm', 'Weltmeere ersticken Plastik Schätzungsweise Millionen Tonnen Plastikmüll bereits Meeresboden angesammelt Minute kommt ca Lastwagenladung brauchen dringend weltweite Maßnahmen Plastikmüll ansonsten droht Kollaps Meere Deshalb begrüße Umweltversammlung Vereinten Nationen UNEA darauf geeinigt rechtlich verbindliches Abkommen Beendigung Plastikvermüllung Umwelt Meeren schließen Details sollen nächsten zwei Jahren verhandelt Abkommen immer besonders wichtig ganzen Lebenszyklus Plastikprodukten beschäftigen nachhaltige Kreislaufwirtschaft dabei Zentrum stehen Einigung breiten Allianz afrikanischer lateinamerikanischer asiatischer europäischer Staaten gute wichtige Nachricht Meeresschutz plastik plastiksparen plastikfreileben meeresschutz müll recycling kreislaufwirtschaft UN VereinteNationen michaelthews SPD spdde spdbt hamm lünen werne selm', 'Fällt Begriff Kreislaufwirtschaft denken meisten intuitiv s Recycling logisch schließlich erleben unmittelbar Alltag Bevor nachdem Verpackung privaten Endverbraucher innen Müll anfällt passiert Hintergrund ganze Menge Dabei spielen Lizenzentgelte Zentrale Stelle Verpackungsregister Dualen Systeme Deutschland wichtige Rolle nie gehört Fakten Industrie Handel private Verbraucher innen verkaufen meisten Fällen verpackt Verpackung landet häufig Müll entsorgten Verpackungen abgeholt sortiert verwertet müssen Händler innen bezahlen kooperieren Dualen System Entsorgungsunternehmen Abwicklung kümmert Händler innen zahlen Lizenzentgelt je Gewicht Material Verpackungen lizenzieren Verpackung elf dualen Systeme Zentrale Stelle Verpackungsregister überwacht Markt überprüft Beispiel Unternehmen müssen Verpackungen lizenziert Rund Abfall spannt ganzer Wirtschaftszweig Bundesregierung möchte Kreislaufwirtschaft stärken nächsten Jahren weniger Müll Verpackungen leichter recyceln überhaupt mehr Recycling tragen Rohstoffe mehr verbraucht Kreisläufen genutzt leisten wichtigen Beitrag Naturschutz schaffen sichere Jobs Kreislaufwirtschaft bedanke ZSVR heutigen Austausch Kreislaufwirtschaft ZSVR Gesenhues Bundesregierung Ampel Recycling']"
37,36,1220,36_afrika_kenia_afrikanischen_namibia,"['afrika', 'kenia', 'afrikanischen', 'namibia', 'uganda', 'ghana', 'südafrika', 'jamaika', 'africa', 'senegal']","['Reisetagebuch Namibia Südafrika Woche ging Kontinent nie Afrika Rahmen Delegationsreise Kolleg innen Ausschuss Bildung Forschung Technikfolgenabschätzung Namibia Südafrika Drei Tage Namibia drei Tage Südafrika richtig vollgepackt Terminen Plan standen Besuche Universitäten verschiedenen Forschungseinrichtungen beiden Länder Namibia wurde deutlich steckt unheimlich Potenzial Forschung Gerade Thema grüner Wasserstoff Bedingungen gut Wunder Hochschulen Unternehmen Deutschland großes Interesse RWTH FH Aachen kooperieren bereits besonders inspirierende Begegnung jungen Wissenschaftlerinnen University of Namibia forschen Wirkung Medikamenten indigenen Völker Krankheiten Diarrhö Malaria genutzt Dabei festgestellt tatsächlich gesundheitsfördernde Wirkung arbeiten daran Wirkstoffe verändern Körper freigesetzt benötigt Diarrhö Beispiel erst Darm schon Magen Südafrika konnten Medizinforschung erfahren wichtig trotz Pandemie Infektionskrankheiten außer Acht lassen Dabei durfte de Oliveira kennenlernen Team entdeckt Reise beigetragen Blick nochmal erweitern konnte politische Arbeit wichtig mehr wurde natürlich klar Viele junge Menschen Afrika Perspektive gutes Leben Chancen gute Bildung spornt Kooperationen Ländern vertiefen Danke Team Deutschen Botschaft Ausschusssekretariat Reise möglich gemacht namibia südafrika hesstelescopes spdbt bundestag', 'friedrichebertstiftung afrika kenia', 'stellv Vorsitzender Parlamentariergruppe Östliches Afrika Gespräch Stipendiaten Programms Bundestages Namibia Südafrika Uganda Kenia Austausch beleuchtete allgemeine Zukunftsperspektiven Afrika sowie Perspektiven Zusammenarbeit Demokratieförderung']"
38,37,1159,37_schnee_winter_snow_ice,"['schnee', 'winter', 'snow', 'ice', 'winterwonderland', 'ski', 'winter schnee', 'skifahren', 'alpen', 'berge']","['Winter', 'Schnee', 'Schnee']"
39,38,1047,38_light_streetphotography_sunset_sonnenuntergang,"['light', 'streetphotography', 'sunset', 'sonnenuntergang', 'sonne', 'regenbogen', 'colors', 'berlin', 'architecture', 'blackandwhite']","['Middelburgse Nightbook Part IV middelburg zeeland lovezeeland walcheren light streetphotography colors langejan', 'The Brandenburg Gate night shift night streetphotography architecture light blackandwhite blackandwhitephotography monochrome berlin brandenburggate brandenburgertor', 'Night shift middelburg zeeland lovezeeland provinciezeeland wijzijndestadmiddelburg nightshift nacht night streetphotography blackandwhite blackandwhitephotography monochrome light']"
40,39,993,39_taiwan_china_japan_hongkong,"['taiwan', 'china', 'japan', 'hongkong', 'taiwans', 'südkorea', 'chinesischen', 'japanischen', 'chinas', 'shieh']","['Taiwan Schlüsselstaat vernetzten Welt Taiwan stünde Welt still Land bedeutendsten Produzenten Mikrochips moderne Technologien unverzichtbar speziellen liegt Produktionsanteil Taiwans sogar nahezu Taiwan weit mehr technologischer Vorreiter demokratisiert eigene Identität entwickelt geht konsequent eigenen Trotz geringen diplomatischen Anerkennung unterhält Taiwan Vertretungen weltweit deutliches Zeichen internationale Vernetzung letzten Jahren Taiwan erhebliche Fortschritte nationalen Sicherheit gemacht Innerhalb acht Jahren wurde Verteidigungsetat Landes bereits gesteigert Entschlossenheit Taiwans zeigt Souveränität bewahren wirtschaftlich verfolgt Taiwan klare Strategie Abhängigkeit China konsequent reduziert Auslandsinvestitionen China flossen liegt Anteil heute stärkt Taiwan Unabhängigkeit diversifiziert internationalen Beziehungen weiteres Beispiel Taiwans globales Engagement zeigt Unterstützung Ukraine Taiwan liefert dringend benötigte Güter Krankenwagen Technik Stromerzeugung Wasseraufbereitung Bislang erfolgt Drittstaaten Land wünscht direkteren Austausch Ukraine effektiver helfen Taiwan Beispiel Verbindung technologischer Exzellenz demokratischer Stärke internationaler Solidarität besonderer Dank gilt François Chihchung WU Besuch Gespräch Namen', 'Empfang Vertretung Taiwan München anlässlich Nationalfeiertags Republik China Taiwan Taiwan Unabhängigkeit Freiheit', 'Seit Jahren Taiwan Teil mehr UN Volksrepublik China nutzt Resolution besagt China gibt Taiwan Teil Volksrepublik China Jedoch Taiwan demokratischer unabhängiger Staat Leuchtturm Demokratie Freiheit Fernost darstellt Resolution befasst lediglich Vertretung Chinas innerhalb UN gibt China weder Recht Taiwan innerhalb UN vertreten erklärt Taiwan Teil Volksrepublik China Darüber konnte heute obersten Vertreter Taiwans Deutschland Sheih sprechen Seit Ende Bürgerkriegs Taiwan Prozess Demokratisierung durchlaufen Volk gewählte Regierung Taiwans Recht Millionen Taiwaner vertreten Taiwan Policy Act debattiert Auswärtige Ausschuss Taiwanpolitik unabhängig Wegen immer wiederkehrenden Aggressionen Chinas gegenüber Taiwan umso wichtiger Taiwan Kampf Freiheit Demokratie Selbstbestimmung unterstützen Taiwan Teil internationaler Organisationen UN WHO Teilhabe Dialog kommen voran Wettbewerb demokratischen marktwirtschaftlichen Nationen schreitet voran müssen genau schauen wer Freunde Verbündeten wer Werte teilt Taiwan teilt Werte bundestag berlin politik politics fdp liberal taiwan jungeliberale']"
41,40,967,40_wald_wälder_holz_bäume,"['wald', 'wälder', 'holz', 'bäume', 'waldes', 'waldbesitzer', 'klimaschutz', 'forstwirtschaft', 'wäldern', 'waldschutz']","['Wald bedeutendste Klimaschützer Deutschlands Hektar Wald bindet jährlich durchschnittlich Tonnen entspricht Deutschland jährlichen pro Person logische Konsequenz müssen Wald fördern Klima positiv beeinflussen Deshalb unterstütze Kampagne Wald Klimaschützer Familienbetriebe Land Forst FABLF AGDW Waldeigentümer gerechte Klimaschutzleistungen deutschen Waldes Ziel Vorteil Deutschlands bewaldet Hektar Wald jährlich Tonnen Wald absorbiert Holzverarbeitung bleibt Kohlenstoff Produkten Möbeln Gebäuden gebunden Deshalb leistet nachhaltige Forstwirtschaft größeren Beitrag Klimaschutz Waldwildnis Dürre Stürme anschließende Käferplagen entstanden letzten Jahren jedoch schwere Waldschäden Holzmarkt brach Allein Dürrejahren Hektar Wald vertrocknet Grund richtig Bund Förderung Forstwirtschaft erhöht gutes Signal Waldbauern Arbeit deutschen Klimaziele nachhaltig unterstützen denen Existenzminimum stehen Besonders wichtig finde Wälder klimarobust aufgeforstet Weniger Monokulturen mehr Mischbestände Wald bietet sichere Arbeitsplätze dient wichtiger Erholungsraum Menschen Land müssen erhalten Weitere Infos https wald klimaschutz stadtlandmela moinmela cdu cdudeutschlands cduschleswigholstein plön neumünster segebergnord schleswigholstein', 'Tag Waldes März diskutiert klimapolitische Sprecherin Grünen Deutschen Bundestag Lisa Badum Wald Klimaschützer Wald besser konsequente Klimapolitik schützen müssen Wald Einhaltung Klimaziele unerlässlich riesiger Unberührte alte Wälder speichern Holz intakten Böden enorme Mengen Kohlenstoffs nachhaltige Nutzung Holz Holzbau Klimaschutz beitragen Bauen Holz klimaschädliche Produktion Beton Zement reduziert Holzgebäuden Kohlenstoff Jahrzehnte bindet Gleichzeitig reicht Wald Klimaschützer verlassen Funktionen intaktes Klima weiterhin nachkommen müssen zunächst schützen rasant ansteigenden Temperaturen Extremwetterereignissen konsequenten Klimaschutz Lebensbereichen insbesondere Verkehrssektor Energiewirtschaft Einhaltung natürliche Waldgesellschaft alten Buchen Eichen Zukunft Wald gibt Klimaschutz Klimaschutz gibt Wald Wald Klima schützen Darüber Uhr diskutieren Gerne einschalten Zoom mitdiskutieren Link findet Bio gruene klimaschutz wald unterfranken oberfranken tagdeswaldes', 'Tag Wald mehr Bäume lebendiges Ökosystem Unterstützung braucht Wald Lebensversicherung spendet saubere Luft sichert reines Wasser wichtiger Lebensraum Erholungsort Kohlenstoffspeicher leidet Folgen Klimakrise Bäumen krank Novellierung Bundeswaldgesetzes ändern müssen Wäldern Zeit Raum geben heilen Wald natürlicher Lebensraum Vergehen Teil gesunden Systems Junge Bäume alte Baumriesen Platz naturnaher Wald heimischen Baumarten Naturverjüngung Schlüssel Artenvielfalt Klimastabilität sicherstellen Wald kommende Generationen erhalten bleibt nachhaltige Bewirtschaftung behutsam bodenschonend Einklang natürlichen Kreislauf Wald Waldböden müssen besser schützen Grundlage Leben Wald Dafür müssen Totholz Wald belassen Boden Futter geben Gemeinsam Wald Bürgerwald schützen satellitengestütztem Monitoring Risiken frühzeitig erkennen halten Wald gesund Novellierung Bundeswaldgesetzes sorgen dafür Ökosystemleistungen Waldes gewahrt Wald Zukunft TagDesWaldes Waldschutz Nachhaltigkeit Umweltschutz EinGesetzFürUnserenWald']"
42,41,858,41_polizei_bundespolizei_polizisten_polizistinnen,"['polizei', 'bundespolizei', 'polizisten', 'polizistinnen', 'polizistinnen polizisten', 'sicherheit', 'kriminalität', 'mafia', 'polizeiinspektion', 'beamten']","['cducsubt stehen Seite Bundespolizei deshalb heute Berliner Hauptbahnhof besonders wichtig Gemeinsam Kollegen nicolaisenpetra Beamtinnen Beamten gesprochen Einsatz Ausbildung Zusammenarbeit gerade Thema Thema Rassismus Vorwurf latenten Rassismus Bundespolizei unfair falsch Polizistinnen Polizisten mehrere Jahre top ausgebildet bilden Zweifel unserer Beamtinnen Beamten Tag Kopf Sicherheit hinhalten hohen Einsatz Vielen Dank Polizistinnen Polizisten Bundespolizei zivilen Mitarbeitern Einsatz Brinkhausunterwegs', 'wichtiger Schritt Polizei Deutschland Jahr gemeinsam Polizeibeauftragten Bundes bedeutendes Zeichen moderne transparente Polizei gesetzt Polizeibeauftragte unabhängige Anlaufstelle Beschäftigten Bundeskriminalamts Bundespolizei Polizei Deutschen Bundestages bedeutet konkret Bürgerinnen Bürger sowie Polizeibeschäftigte Fehlverhalten strukturelle Missstände anonym melden Polizeibeauftragte Möglichkeit aktiv sorgt mehr Transparenz Vertrauen Polizei Regelmäßige Berichte a Bundestag garantieren Mängel Verborgenen bleiben freue besonders geschätzter Kollege uligroetsch März Amt ersten Polizeibeauftragten übernommen Erfahrung Engagement wichtige Position Bravour ausfüllen Lasst gemeinsam starke vertrauensvolle Polizei arbeiten SPD Polizei Vertrauen Transparenz Jahresrückblick', 'wichtiger Schritt Polizei Deutschland Jahr gemeinsam Polizeibeauftragten Bundes bedeutendes Zeichen moderne transparente Polizei gesetzt Polizeibeauftragte unabhängige Anlaufstelle Beschäftigten Bundeskriminalamts Bundespolizei Polizei Deutschen Bundestages bedeutet konkret Bürgerinnen Bürger sowie Polizeibeschäftigte Fehlverhalten strukturelle Missstände anonym melden Polizeibeauftragte Möglichkeit aktiv sorgt mehr Transparenz Vertrauen Polizei Regelmäßige Berichte Bundestag garantieren Mängel Verborgenen bleiben freue besonders geschätzter Kollege uligroetsch März Amt ersten Polizeibeauftragten übernommen Erfahrung Engagement wichtige Position Bravour ausfüllen Lasst gemeinsam starke vertrauensvolle Polizei arbeiten SPD Polizei Vertrauen Transparenz Rückblick Bilanz Erfolge SPD Polizei Vertrauen Transparenz Jahresrückblick']"
43,42,856,42_muttertag_müttern_mütter_mama,"['muttertag', 'müttern', 'mütter', 'mama', 'schönen muttertag', 'wünsche müttern', 'familie', 'wünsche', 'mutter', 'liebe']","['Muttertag', 'Muttertag', 'Muttertag']"
